source_place;warehouse;location_parent;location_name;location_complete_name;mapping_status;source_row_count;notes
R906;Depot 2;Depot 2/Stock;R906;Depot 2/Stock/R906;mapped;53;Source observee sur 53 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R907;Depot 2;Depot 2/Stock;R907;Depot 2/Stock/R907;mapped;30;Source observee sur 30 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R908;Depot 2;Depot 2/Stock;R908;Depot 2/Stock/R908;mapped;44;Source observee sur 44 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R909;Depot 2;Depot 2/Stock;R909;Depot 2/Stock/R909;mapped;17;Source observee sur 17 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R910;Depot 2;Depot 2/Stock;R910;Depot 2/Stock/R910;mapped;27;Source observee sur 27 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R911;Depot 2;Depot 2/Stock;R911;Depot 2/Stock/R911;mapped;19;Source observee sur 19 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R912;Depot 2;Depot 2/Stock;R912;Depot 2/Stock/R912;mapped;53;Source observee sur 53 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R913;Depot 2;Depot 2/Stock;R913;Depot 2/Stock/R913;mapped;23;Source observee sur 23 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R914;Depot 2;Depot 2/Stock;R914;Depot 2/Stock/R914;mapped;45;Source observee sur 45 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R915;Depot 2;Depot 2/Stock;R915;Depot 2/Stock/R915;mapped;34;Source observee sur 34 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R916;Depot 2;Depot 2/Stock;R916;Depot 2/Stock/R916;mapped;7;Source observee sur 7 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R917;Depot 2;Depot 2/Stock;R917;Depot 2/Stock/R917;mapped;10;Source observee sur 10 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R918;Depot 2;Depot 2/Stock;R918;Depot 2/Stock/R918;mapped;11;Source observee sur 11 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R919;Depot 2;Depot 2/Stock;R919;Depot 2/Stock/R919;mapped;9;Source observee sur 9 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R920;Depot 2;Depot 2/Stock;R920;Depot 2/Stock/R920;mapped;19;Source observee sur 19 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R921;Depot 2;Depot 2/Stock;R921;Depot 2/Stock/R921;mapped;11;Source observee sur 11 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R922;Depot 2;Depot 2/Stock;R922;Depot 2/Stock/R922;mapped;17;Source observee sur 17 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R923;Depot 2;Depot 2/Stock;R923;Depot 2/Stock/R923;mapped;8;Source observee sur 8 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R924;Depot 2;Depot 2/Stock;R924;Depot 2/Stock/R924;mapped;22;Source observee sur 22 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R925;Depot 2;Depot 2/Stock;R925;Depot 2/Stock/R925;mapped;6;Source observee sur 6 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R926;Depot 2;Depot 2/Stock;R926;Depot 2/Stock/R926;mapped;10;Source observee sur 10 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R927;Depot 2;Depot 2/Stock;R927;Depot 2/Stock/R927;mapped;20;Source observee sur 20 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R928;Depot 2;Depot 2/Stock;R928;Depot 2/Stock/R928;mapped;7;Source observee sur 7 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R929;Depot 2;Depot 2/Stock;R929;Depot 2/Stock/R929;mapped;8;Source observee sur 8 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R930;Depot 2;Depot 2/Stock;R930;Depot 2/Stock/R930;mapped;17;Source observee sur 17 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R931;Depot 2;Depot 2/Stock;R931;Depot 2/Stock/R931;mapped;11;Source observee sur 11 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R932;Depot 2;Depot 2/Stock;R932;Depot 2/Stock/R932;mapped;7;Source observee sur 7 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R933;Depot 2;Depot 2/Stock;R933;Depot 2/Stock/R933;mapped;32;Source observee sur 32 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R934;Depot 2;Depot 2/Stock;R934;Depot 2/Stock/R934;mapped;21;Source observee sur 21 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R935;Depot 2;Depot 2/Stock;R935;Depot 2/Stock/R935;mapped;13;Source observee sur 13 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R936;Depot 2;Depot 2/Stock;R936;Depot 2/Stock/R936;mapped;6;Source observee sur 6 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
R937;Depot 2;Depot 2/Stock;R937;Depot 2/Stock/R937;mapped;1;Source observee sur 1 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
Rack Bidons Droite;;;;;to_check;3;Source observee sur 3 ligne(s). Valeur heterogene : rattachement a confirmer.
Rack Plafond 1;;;;;to_check;1;Source observee sur 1 ligne(s). Valeur heterogene : rattachement a confirmer.
Rack Plafond 2;;;;;to_check;2;Source observee sur 2 ligne(s). Valeur heterogene : rattachement a confirmer.
T001;Depot 2;Depot 2/Stock;T001;Depot 2/Stock/T001;mapped;29;Source observee sur 29 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
T002;Depot 2;Depot 2/Stock;T002;Depot 2/Stock/T002;mapped;3;Source observee sur 3 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
T003;Depot 2;Depot 2/Stock;T003;Depot 2/Stock/T003;mapped;13;Source observee sur 13 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
T004;Depot 2;Depot 2/Stock;T004;Depot 2/Stock/T004;mapped;3;Source observee sur 3 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
T005;Depot 2;Depot 2/Stock;T005;Depot 2/Stock/T005;mapped;7;Source observee sur 7 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
T006;Depot 2;Depot 2/Stock;T006;Depot 2/Stock/T006;mapped;3;Source observee sur 3 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
T007;Depot 2;Depot 2/Stock;T007;Depot 2/Stock/T007;mapped;3;Source observee sur 3 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
T008;Depot 2;Depot 2/Stock;T008;Depot 2/Stock/T008;mapped;3;Source observee sur 3 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
T010;Depot 2;Depot 2/Stock;T010;Depot 2/Stock/T010;mapped;10;Source observee sur 10 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
T011;Depot 2;Depot 2/Stock;T011;Depot 2/Stock/T011;mapped;3;Source observee sur 3 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
T101;Depot 2;Depot 2/Stock;T101;Depot 2/Stock/T101;mapped;3;Source observee sur 3 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
T203;Depot 2;Depot 2/Stock;T203;Depot 2/Stock/T203;mapped;1;Source observee sur 1 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
T204;Depot 2;Depot 2/Stock;T204;Depot 2/Stock/T204;mapped;1;Source observee sur 1 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
T301;Depot 2;Depot 2/Stock;T301;Depot 2/Stock/T301;mapped;1;Source observee sur 1 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
T302;Depot 2;Depot 2/Stock;T302;Depot 2/Stock/T302;mapped;4;Source observee sur 4 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
T306;Depot 2;Depot 2/Stock;T306;Depot 2/Stock/T306;mapped;2;Source observee sur 2 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
T729;Depot 2;Depot 2/Stock;T729;Depot 2/Stock/T729;mapped;1;Source observee sur 1 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
Tringle;;;;;to_check;61;Source observee sur 61 ligne(s). Valeur heterogene : rattachement a confirmer.
Vendu ?;;;;;to_check;1;Source observee sur 1 ligne(s). Valeur heterogene : rattachement a confirmer.
galleria;galleria;;;;source_warehouse;1;"Source observee sur 1 ligne(s). Entrepot source confirme; rattachement vers la structure Odoo a definir."
r534;Depot 2;Depot 2/Stock;R534;Depot 2/Stock/R534;mapped;1;Source observee sur 1 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
r911;Depot 2;Depot 2/Stock;R911;Depot 2/Stock/R911;mapped;1;Source observee sur 1 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
r923;Depot 2;Depot 2/Stock;R923;Depot 2/Stock/R923;mapped;1;Source observee sur 1 ligne(s). Rattache a Depot 2 (repartition RPBM du 2026-08-05).
